time(s),accuracy
1.7618160247802734,0.48540279269218445
2.662125587463379,0.5159476399421692
3.5737171173095703,0.5470081567764282
4.484430313110352,0.5775529742240906
5.380483627319336,0.6018611788749695
6.284384727478027,0.6243523955345154
7.1827850341796875,0.6443637013435364
8.100670337677002,0.6615267395973206
9.025111198425293,0.6760380268096924
9.936631679534912,0.6881675720214844
10.859333515167236,0.6987501978874207
11.756803750991821,0.7050359845161438
12.670326948165894,0.7125493884086609
13.550107717514038,0.7190070748329163
14.450360774993896,0.7228374481201172
15.345913887023926,0.7273553013801575
16.26395845413208,0.7313575744628906
17.191629648208618,0.7361209988594055
18.113467693328857,0.7400004863739014
19.018471479415894,0.7432416081428528
19.92576026916504,0.7474402785301208
20.841164588928223,0.7508777976036072
21.755800485610962,0.7547818422317505
22.67916750907898,0.7578756213188171
23.580262184143066,0.7610675692558289
24.50486445426941,0.7638421654701233
25.41890573501587,0.766886830329895
26.30259084701538,0.7689247727394104
27.22758150100708,0.7702752351760864
28.13919973373413,0.7726078629493713
29.024332523345947,0.774817705154419
29.904789209365845,0.7773221731185913
30.80710482597351,0.7797529697418213
31.736727237701416,0.7818155288696289
32.65062689781189,0.7834606170654297
33.54141116142273,0.7855231165885925
34.453484296798706,0.7862105965614319
35.36465883255005,0.7877820730209351
36.272353172302246,0.7897709012031555
37.15054392814636,0.7910231351852417
38.04435658454895,0.7921035289764404
38.948710441589355,0.7933312058448792
39.86412048339844,0.7948290109634399
40.77344632148743,0.7963758707046509
41.65842413902283,0.7978245615959167
42.57839751243591,0.7988066673278809
43.46408200263977,0.7990031242370605
44.35308814048767,0.8002553582191467
45.25090146064758,0.8014830350875854
46.13539743423462,0.8025634288787842
47.02553915977478,0.804208517074585
47.9290246963501,0.8059518337249756
48.83867955207825,0.8072777390480042
49.74599885940552,0.8082844018936157
50.628132820129395,0.8093647956848145
51.50934934616089,0.8101013898849487
52.39233589172363,0.8105433583259583
53.29893112182617,0.8114272952079773
54.19936800003052,0.8122130036354065
55.09434103965759,0.8133425116539001
55.99607253074646,0.8144965171813965
56.88686466217041,0.8146929740905762
57.80727005004883,0.8157241940498352
58.71403980255127,0.8165835738182068
59.607182264328,0.8173938393592834
60.49250650405884,0.8177130818367004
61.37822508811951,0.818572461605072
62.27190327644348,0.819505512714386
63.183788537979126,0.820536732673645
64.10172009468079,0.8211260437965393
64.98280835151672,0.8220836520195007
65.86649537086487,0.8225501775741577
66.77721834182739,0.8230903148651123
67.67137432098389,0.8233113288879395
68.55557179450989,0.8235077261924744
69.43820071220398,0.8238760232925415
70.34559059143066,0.8244162201881409
71.23033499717712,0.8250300884246826
72.13076782226562,0.8258649110794067
73.04026198387146,0.8258157968521118
73.92779231071472,0.8258649110794067
74.82900929450989,0.8262086510658264
75.74821209907532,0.8268470764160156
76.64343929290771,0.8272399306297302
77.55461406707764,0.8276818990707397
78.48976063728333,0.8281729817390442
79.39505529403687,0.8285412788391113
80.3225347995758,0.8292533159255981
81.20717477798462,0.8295724987983704
82.08546090126038,0.8300390243530273
82.97189331054688,0.8301126956939697
83.86219596862793,0.8306528925895691
84.74469256401062,0.8310948610305786
85.66274738311768,0.8315122723579407
86.60777187347412,0.8322243094444275
87.50366830825806,0.8322243094444275
88.4149398803711,0.8327645063400269
89.76243686676025,0.8332555890083313
90.67886018753052,0.8330345749855042
91.57154870033264,0.8336484432220459
92.47477078437805,0.8337712287902832
93.36290669441223,0.8341395258903503
94.26174926757812,0.83448326587677
95.1458797454834,0.8348024487495422
96.04184818267822,0.8356618285179138
96.9267258644104,0.8362511396408081
97.81379985809326,0.836349368095398
98.7497386932373,0.8365212082862854
99.68851399421692,0.8368895053863525
100.63502097129822,0.837233304977417
101.63758754730225,0.837699830532074
102.58808088302612,0.8378962278366089
103.52458715438843,0.8379698991775513
104.44455099105835,0.8379207849502563
105.38323378562927,0.8381417989730835
106.3138952255249,0.8383873105049133
107.28311848640442,0.8386328220367432
108.2692244052887,0.8390011787414551
109.22230505943298,0.8394431471824646
110.149174451828,0.8395658731460571
111.10352849960327,0.8396886587142944
112.11692404747009,0.8399832844734192
113.07183456420898,0.8398360013961792
114.0430805683136,0.8402042984962463
114.94084024429321,0.8401060700416565
115.81879019737244,0.8401551842689514
116.71843194961548,0.8402779698371887
117.61189270019531,0.8402042984962463
118.50866150856018,0.8405971527099609
119.43102693557739,0.8404989242553711
120.32212781906128,0.8404743671417236
121.2253806591034,0.8405971527099609
122.12450551986694,0.8405725955963135
123.03661727905273,0.8409900069236755
123.95346450805664,0.8408917784690857
124.85970568656921,0.841014564037323
125.77438950538635,0.8410391211509705
126.67349600791931,0.8413091897964478
127.56267523765564,0.8412846326828003
128.44528794288635,0.8408672213554382
129.33264565467834,0.8408426642417908
130.24123311042786,0.8411619067192078
131.15063571929932,0.8412355184555054
132.07750535011292,0.8414319753646851
132.97551846504211,0.8418002724647522
133.8759162425995,0.8418739438056946
134.78908038139343,0.8421194553375244
135.75262117385864,0.8422913551330566
136.65426659584045,0.842414140701294
137.5524878501892,0.8423895835876465
138.45318341255188,0.8424386978149414
139.3667254447937,0.8423895835876465
140.28194308280945,0.8422913551330566
141.1739637851715,0.8423404693603516
142.0724778175354,0.8424386978149414
142.98111367225647,0.8424386978149414
143.8742356300354,0.8424632549285889
144.78067660331726,0.8426842093467712
145.67460870742798,0.8428806662559509
146.55637621879578,0.8431998491287231
147.4524290561676,0.8430525064468384
148.32821702957153,0.8430525064468384
149.21746921539307,0.8433226346969604
150.11205172538757,0.8435190320014954
151.00572180747986,0.8437400460243225
151.89821243286133,0.8436909317970276
152.80539202690125,0.8438136577606201
153.70267033576965,0.8440837860107422
154.60681915283203,0.8441329002380371
155.4967052936554,0.844329297542572
156.39065432548523,0.844329297542572
157.2815248966217,0.8445257544517517
158.17771744728088,0.8449186086654663
159.10050296783447,0.8448694944381714
159.99290704727173,0.8450905084609985
160.88436126708984,0.8450659513473511
161.7786910533905,0.8450168371200562
162.6702847480774,0.8450168371200562
163.58191633224487,0.8451395630836487
164.46753334999084,0.8451641201972961
165.36843824386597,0.8449922800064087
166.2582142353058,0.8450905084609985
167.16025972366333,0.845262348651886
168.0530776977539,0.8453114628791809
168.96327233314514,0.8452869057655334
169.86182045936584,0.8454096913337708
170.77251601219177,0.8454342484474182
171.68827319145203,0.8454588055610657
172.5736300945282,0.8456552028656006
173.46019291877747,0.8457534313201904
174.36447167396545,0.8460480570793152
175.2860221862793,0.8461953997612
176.18553018569946,0.8461708426475525
177.0805106163025,0.8461953997612
177.99700665473938,0.8462936282157898
178.89561557769775,0.8462690711021423
179.78706121444702,0.8462199568748474
180.66726756095886,0.8461953997612
181.57457304000854,0.8463181853294373
182.49037957191467,0.8462199568748474
183.3784520626068,0.8464409112930298
184.29080271720886,0.8463672995567322
185.2037398815155,0.8461708426475525
186.1159291267395,0.8459989428520203
187.03852224349976,0.8459498882293701
187.95184922218323,0.8459989428520203
188.86682033538818,0.8461953997612
189.7762167453766,0.8462199568748474
190.68773794174194,0.8462199568748474
191.60507345199585,0.8464163541793823
192.52498722076416,0.8465145826339722
193.42657923698425,0.8466373682022095
194.35870170593262,0.8465636968612671
195.25265860557556,0.8467355966567993
196.1831305027008,0.8469565510749817
197.1196744441986,0.8467847108840942
198.0365490913391,0.8469565510749817
198.98531937599182,0.847079336643219
199.91813254356384,0.8470302224159241
200.84545302391052,0.8473002910614014
201.762877702713,0.8473002910614014
202.67485547065735,0.8472021222114563
203.58893489837646,0.8472757339477539
204.53029036521912,0.8474721908569336
205.44677209854126,0.8473985195159912
206.3796980381012,0.8474721908569336
207.29323410987854,0.8475949764251709
208.21840476989746,0.8475949764251709
209.13099670410156,0.8477913737297058
210.0645809173584,0.8477913737297058
210.974369764328,0.8479141592979431
211.8704228401184,0.8478896021842957
212.77152562141418,0.8478159308433533
213.68806171417236,0.8475704193115234
214.59731125831604,0.8475949764251709
215.50655841827393,0.8477177023887634
216.40588665008545,0.8475704193115234
217.29887700080872,0.8476686477661133
218.20539593696594,0.8478159308433533
219.13488793373108,0.8478159308433533
220.05762004852295,0.8476932048797607
220.97370219230652,0.8476686477661133
221.91430830955505,0.8477422595024109
222.81907534599304,0.8478159308433533
223.74206614494324,0.8476440906524658
224.65470623970032,0.8476686477661133
225.56419563293457,0.8476440906524658
226.48226523399353,0.8475704193115234
227.41319274902344,0.8475213050842285
228.32348108291626,0.8475213050842285
229.27457189559937,0.847496747970581
230.19866728782654,0.8474721908569336
231.13088750839233,0.8477177023887634
232.03440308570862,0.8478159308433533
232.9348976612091,0.8477177023887634
233.86593914031982,0.8477913737297058
234.80549788475037,0.8478896021842957
235.74254536628723,0.8479387164115906
236.69971871376038,0.8479387164115906
237.67119598388672,0.8477668166160583
238.62763118743896,0.8477668166160583
239.5621554851532,0.8476932048797607
240.46564483642578,0.8475213050842285
241.38017678260803,0.8475704193115234
242.27878785133362,0.8475949764251709
243.19028639793396,0.847496747970581
244.12753987312317,0.8475704193115234
245.0568084716797,0.8476195335388184
246.00660014152527,0.8474721908569336
246.93556475639343,0.8475213050842285
247.8770079612732,0.847496747970581
248.7838385105133,0.847496747970581
249.68738651275635,0.8475704193115234
